IDCOLABORADOR,IDADE,INSATISTFEITO,STATUSCIVIL,GENERO,NOME,SETOR,CARGO,CEP,NIVELEDUCACAO,FORMACAO,RENDAMENSAL,DESCONTOULTIMAFATURA,ANONAEMPRESA,ANOSMESMAPOSICAO,ANOSDESDEULTIMAPROMOCAO
584,33,Sim,Divorciado,Masculino,Jonas Martins,Saude,Tecnico de Laboratorio,10,1,Medicina,6705,Nao,4,3,1
585,30,Nao,Solteiro,Masculino,Jonatas Teixeira,Alimentos,Representante de Setor,7,1,Marketing,18398,Nao,3,2,1
586,35,Nao,Casado,Masculino,Jose Carlos Dias,Saude,Representante da Saude,16,3,Ciencias Sociais,14295,Sim,8,7,0
587,31,Sim,Casado,Masculino,Jose Roberto Barros,Saude,Representante da Saude,20,3,Ciencias Sociais,22908,Nao,1,0,0
591,42,Nao,Casado,Masculino,Josue Santos,Saude,Tecnico de Laboratorio,5,2,Outros,9260,Nao,2,2,2
592,36,Nao,Solteiro,Masculino,Julio Cesar Rodrigues,Alimentos,Auditor,10,4,Medicina,15318,Nao,10,3,9
593,22,Sim,Solteiro,Masculino,Jurandir Costa,Saude,Tecnico de Laboratorio,4,1,Formacao Tecnica,9129,Nao,2,2,1
599,41,Nao,Solteiro,Masculino,Laercio Oliveira,Alimentos,Auditor,10,2,Ciencias Sociais,13430,Nao,14,3,1
600,35,Nao,Casado,Masculino,Leandro Ferreira,Alimentos,Auditor,1,3,Marketing,18659,Nao,11,9,6
604,31,Nao,Solteiro,Masculino,Leonel Nunes,Alimentos,Auditor,2,1,Ciencias Sociais,8346,Sim,6,5,0
605,42,Nao,Casado,Masculino,Leônidas Martins,Saude,Diretor de Manufatura,24,3,Medicina,6950,Sim,10,9,5
606,45,Nao,Casado,Masculino,Leopoldo Jose Teixeira,Alimentos,Auditor,2,3,Outros,16177,Nao,8,7,3
611,29,Nao,Divorciado,Masculino,Lindomar Dias,Saude,Diretor de Manufatura,19,3,Formacao Tecnica,22645,Nao,3,2,1
613,31,Nao,Divorciado,Masculino,Lino Barros,Alimentos,Gestor,7,3,Ciencias Sociais,25291,Nao,5,4,0
614,18,Sim,Solteiro,Masculino,Lourenco Santos,Alimentos,Representante de Setor,5,3,Marketing,8059,Sim,0,0,0
615,40,Nao,Divorciado,Masculino,Lucas Jose Rodrigues,Alimentos,Auditor,28,3,Outros,11373,Nao,1,0,0
618,26,Nao,Divorciado,Masculino,Luciano Costa,Alimentos,Auditor,29,2,Medicina,4267,Nao,0,0,0
621,34,Nao,Solteiro,Masculino,Gael Dias,Alimentos,Auditor,21,4,Ciencias Sociais,19921,Nao,10,7,5
622,26,Sim,Solteiro,Masculino,Ravi Silva,Saude,Tecnico de Laboratorio,24,3,Formacao Tecnica,23213,Sim,1,0,0
626,37,Nao,Divorciado,Masculino,Gael Oliveira,Alimentos,Auditor,9,4,Medicina,24666,Nao,9,5,7
630,52,Nao,Divorciado,Masculino,Ravi Ferreira,Saude,Pesquisador,6,2,Formacao Tecnica,22087,Sim,10,9,6
631,32,Sim,Casado,Masculino,Enzo Nunes,Alimentos,Auditor,11,4,Outros,23914,Nao,4,2,1
632,24,Nao,Casado,Masculino,Lorenzo Martins,Alimentos,Representante de Setor,24,3,Medicina,5530,Nao,2,2,2
638,49,Nao,Divorciado,Masculino,Theo Teixeira,Saude,Diretor de Pesquisa,18,4,Ciencias Sociais,2125,Sim,31,9,0
639,24,Nao,Casado,Masculino,Gael Barros,Saude,Pesquisador,23,3,Medicina,21630,Sim,6,5,1
641,26,Nao,Casado,Masculino,Ravi Santos,Alimentos,Auditor,28,2,Marketing,7428,Nao,5,3,1
643,24,Nao,Casado,Masculino,Enrico Mendes,Saude,Tecnico de Laboratorio,17,2,Outros,9100,Nao,1,0,0
644,50,Nao,Casado,Masculino,Lorenzo Lopes,Medicamentos,Gestor,3,3,Medicina,7999,Nao,32,5,10
645,25,Nao,Casado,Masculino,Theo Costa,Alimentos,Representante de Setor,13,1,Medicina,26376,Nao,7,4,0
648,30,Sim,Casado,Masculino,Gael Rodrigues,Alimentos,Representante de Setor,12,4,Ciencias Sociais,14470,Nao,1,0,0
649,34,Nao,Casado,Masculino,Ravi Oliveira,Saude,Pesquisador,1,2,Ciencias Sociais,22794,Sim,6,5,1
650,31,Sim,Divorciado,Masculino,Enzo Nunes,Alimentos,Auditor,13,4,Medicina,11512,Nao,3,1,1
652,35,Nao,Solteiro,Masculino,Lorenzo Martins,Saude,Tecnico de Laboratorio,25,2,Outros,14004,Nao,3,2,0
653,31,Nao,Divorciado,Masculino,Theo Teixeira,Alimentos,Auditor,6,4,Medicina,6219,Nao,7,7,5
656,37,Nao,Casado,Masculino,Gael Barros,Alimentos,Auditor,2,3,Marketing,3010,Sim,3,0,1
661,43,Nao,Divorciado,Masculino,Ravi Santos,Saude,Diretor de Pesquisa,6,4,Outros,2671,Sim,1,0,0
663,43,Nao,Divorciado,Masculino,Enrico Mendes,Saude,Tecnico de Laboratorio,9,5,Medicina,19627,Sim,8,7,4
667,27,Sim,Divorciado,Masculino,Lorenzo Lopes,Alimentos,Representante de Setor,2,1,Marketing,16346,Nao,4,3,0
669,21,Nao,Solteiro,Masculino,Theo Costa,Alimentos,Representante de Setor,22,1,Formacao Tecnica,24444,Nao,3,2,1
671,44,Nao,Casado,Masculino,Gael Rodrigues,Saude,Gestor,3,4,Outros,9358,Sim,2,2,0
675,22,Nao,Casado,Masculino,Ravi Oliveira,Saude,Pesquisador,6,1,Medicina,12145,Nao,2,2,2
677,33,Nao,Divorciado,Masculino,Enzo Nunes,Alimentos,Auditor,8,4,Marketing,20431,Nao,5,0,1
683,34,Nao,Casado,Masculino,Lorenzo Martins,Saude,Pesquisador,1,5,Ciencias Sociais,7660,Nao,10,9,8
689,37,Nao,Casado,Masculino,Theo Teixeira,Saude,Diretor de Manufatura,3,3,Outros,9606,Nao,10,7,7
691,35,Nao,Solteiro,Masculino,Gael Barros,Saude,Pesquisador,6,4,Ciencias Sociais,19368,Nao,17,11,11
692,33,Nao,Divorciado,Masculino,Ravi Santos,Saude,Representante da Saude,6,3,Ciencias Sociais,5335,Nao,13,11,4
698,54,Nao,Casado,Masculino,Enrico Mendes,Medicamentos,Tecnico de TI,19,4,Medicina,6729,Nao,9,7,7
699,36,Nao,Divorciado,Masculino,Lorenzo Lopes,Saude,Diretor de Manufatura,9,2,Medicina,13934,Sim,3,2,0
700,27,Nao,Solteiro,Masculino,Theo Costa,Saude,Pesquisador,3,4,Medicina,15174,Nao,4,2,1
701,20,Sim,Solteiro,Masculino,Gael Rodrigues,Saude,Pesquisador,10,1,Medicina,26999,Sim,1,0,1
702,33,Sim,Solteiro,Masculino,Ravi Oliveira,Saude,Pesquisador,3,3,Ciencias Sociais,3164,Sim,10,8,9
704,35,Nao,Casado,Masculino,Enzo Nunes,Saude,Tecnico de Laboratorio,3,3,Ciencias Sociais,16900,Nao,1,0,0
705,23,Nao,Casado,Masculino,Lorenzo Martins,Saude,Pesquisador,4,3,Medicina,8544,Nao,3,2,0
707,25,Nao,Casado,Masculino,Theo Teixeira,Alimentos,Auditor,8,3,Ciencias Sociais,15678,Nao,3,2,1
710,29,Nao,Divorciado,Masculino,Gael Barros,Saude,Pesquisador,1,4,Ciencias Sociais,18959,Nao,10,7,2
712,48,Nao,Casado,Masculino,Ravi Santos,Alimentos,Auditor,2,1,Marketing,18597,Nao,2,2,2
715,37,Nao,Solteiro,Masculino,Enrico Mendes,Saude,Pesquisador,10,2,Ciencias Sociais,15232,Nao,1,0,0
716,50,Nao,Casado,Masculino,Lorenzo Lopes,Saude,Tecnico de Laboratorio,28,1,Medicina,3297,Sim,20,8,3
722,32,Nao,Solteiro,Masculino,Theo Costa,Alimentos,Auditor,10,3,Marketing,21703,Nao,10,7,0
723,50,Sim,Casado,Masculino,Gael Rodrigues,Alimentos,Auditor,8,2,Formacao Tecnica,23452,Sim,4,3,1
728,47,Nao,Solteiro,Masculino,Ravi Oliveira,Alimentos,Auditor,14,4,Marketing,11825,Nao,7,7,1
729,40,Nao,Casado,Masculino,Enzo Nunes,Alimentos,Auditor,5,4,Ciencias Sociais,23772,Sim,18,13,1
730,53,Nao,Casado,Masculino,Lorenzo Martins,Saude,Diretor de Pesquisa,7,3,Ciencias Sociais,13514,Nao,5,1,1
731,41,Nao,Divorciado,Masculino,Theo Teixeira,Medicamentos,Gestor,10,4,Recursos Humanos,8861,Nao,21,6,12
732,60,Nao,Solteiro,Masculino,Gael Barros,Alimentos,Auditor,16,4,Marketing,11924,Nao,2,2,2
733,27,Nao,Divorciado,Masculino,Ravi Santos,Saude,Diretor de Manufatura,10,2,Ciencias Sociais,4809,Nao,9,7,1
734,41,Nao,Casado,Masculino,Enrico Mendes,Medicamentos,Gestor,1,3,Recursos Humanos,19562,Nao,22,7,2
738,50,Nao,Casado,Masculino,Lorenzo Lopes,Alimentos,Representante de Setor,8,4,Marketing,9983,Nao,2,2,2
744,44,Nao,Solteiro,Masculino,Theo Costa,Saude,Tecnico de Laboratorio,,3,Medicina,2104,Nao,5,2,1
747,30,Nao,Divorciado,Masculino,Gael Rodrigues,Alimentos,Auditor,27,5,Marketing,25275,Nao,8,7,7
749,29,Nao,Solteiro,Masculino,Ravi Oliveira,Alimentos,Representante de Setor,10,3,Ciencias Sociais,2755,Nao,1,0,0
752,42,Sim,Divorciado,Masculino,Enzo Nunes,Saude,Pesquisador,19,3,Medicina,20366,Sim,2,2,2
754,43,Nao,Casado,Masculino,Lorenzo Martins,Alimentos,Auditor,15,3,Ciencias Sociais,23683,Nao,2,2,2
758,23,Nao,Casado,Masculino,Theo Teixeira,Saude,Tecnico de Laboratorio,9,1,Medicina,4344,Nao,4,3,0
762,56,Nao,Casado,Masculino,Gael Barros,Saude,Representante da Saude,9,3,Medicina,20420,Nao,10,7,1
766,29,Nao,Divorciado,Masculino,Ravi Santos,Alimentos,Representante de Setor,10,3,Marketing,17967,Nao,2,2,2
769,53,Nao,Solteiro,Masculino,Enrico Mendes,Saude,Tecnico de Laboratorio,6,3,Ciencias Sociais,10919,Nao,2,2,2
772,32,Nao,Casado,Masculino,Lorenzo Lopes,Saude,Tecnico de Laboratorio,24,4,Ciencias Sociais,21146,Nao,10,8,4
773,38,Nao,Casado,Masculino,Theo Costa,Saude,Pesquisador,2,5,Medicina,20471,Sim,1,0,0
776,52,Nao,Casado,Masculino,Gael Rodrigues,Alimentos,Gestor,3,4,Marketing,10084,Nao,34,6,1
780,33,Sim,Solteiro,Masculino,Ravi Oliveira,Saude,Pesquisador,1,4,Outros,5207,Sim,10,9,7
783,45,Nao,Solteiro,Masculino,Enzo Nunes,Alimentos,Representante de Setor,2,2,Formacao Tecnica,12388,Nao,8,7,3
784,23,Nao,Solteiro,Masculino,Lorenzo Martins,Saude,Pesquisador,10,1,Medicina,19630,Nao,2,2,0
786,34,Nao,Solteiro,Masculino,Theo Teixeira,Alimentos,Auditor,2,3,Outros,18686,Nao,6,5,1
787,55,Sim,Casado,Masculino,Gael Barros,Saude,Gestor,2,3,Medicina,21199,Sim,5,2,1
789,36,Nao,Solteiro,Masculino,Ravi,Alimentos,Auditor,8,4,Ciencias Sociais,14229,Nao,10,7,0
791,52,Nao,Casado,Masculino,Caio Mendes,Saude,Pesquisador,19,4,Medicina,26589,Nao,4,3,1
796,26,Sim,Solteiro,Masculino,Davi Lopes,Alimentos,Auditor,8,3,Formacao Tecnica,3064,Nao,4,3,1
800,27,Nao,Casado,Masculino,Enzo Oliveira,Alimentos,Auditor,8,1,Marketing,24008,Nao,4,2,1
806,30,Nao,Casado,Masculino,Felipe Ferreira,Saude,Tecnico de Laboratorio,1,3,Ciencias Sociais,24375,Nao,2,2,0
809,42,Nao,Divorciado,Masculino,Gael Nunes,Saude,Gestor,8,3,Ciencias Sociais,16225,Nao,24,7,14
811,23,Sim,Casado,Masculino,Heitor Martins,Saude,Tecnico de Laboratorio,6,3,Ciencias Sociais,3445,Sim,0,0,0
812,24,Nao,Divorciado,Masculino,Ian Teixeira,Saude,Tecnico de Laboratorio,9,3,Ciencias Sociais,26551,Nao,1,0,0
815,50,Nao,Casado,Masculino,Lorenzo Dias,Saude,Diretor de Pesquisa,2,3,Medicina,6881,Nao,4,3,0
817,33,Nao,Casado,Masculino,Miguel Barros,Saude,Diretor de Pesquisa,7,3,Medicina,25995,Nao,13,9,3
824,29,Nao,Casado,Masculino,Otavio Santos,Saude,Pesquisador,23,2,Ciencias Sociais,23779,Nao,10,7,0
825,58,Sim,Solteiro,Masculino,Ravi Rodrigues,Saude,Diretor de Pesquisa,2,4,Ciencias Sociais,25761,Sim,31,15,13
828,28,Sim,Solteiro,Masculino,Theo Costa,Saude,Pesquisador,2,4,Medicina,16374,Nao,2,2,2
829,36,Nao,Casado,Masculino,Caio Mendes,Medicamentos,Tecnico de TI,13,3,Recursos Humanos,25527,Nao,5,2,0
832,40,Nao,Solteiro,Masculino,Davi Lopes,Saude,Tecnico de Laboratorio,16,4,Medicina,11983,Nao,1,0,0
836,42,Nao,Casado,Masculino,Enzo Oliveira,Saude,Diretor de Manufatura,29,3,Ciencias Sociais,11806,Nao,9,8,7
837,38,Nao,Divorciado,Masculino,Felipe Ferreira,Saude,Representante da Saude,12,3,Ciencias Sociais,4284,Nao,4,3,1
842,55,Sim,Solteiro,Masculino,Gael Nunes,Alimentos,Auditor,2,1,Medicina,21519,Nao,9,7,7
843,43,Nao,Casado,Masculino,Heitor Martins,Saude,Diretor de Pesquisa,14,2,Ciencias Sociais,5200,Nao,4,1,1
844,27,Nao,Divorciado,Masculino,Ian Teixeira,Saude,Diretor de Pesquisa,5,1,Formacao Tecnica,8842,Sim,9,8,0
845,35,Nao,Solteiro,Masculino,Lorenzo Dias,Saude,Diretor de Manufatura,7,3,Outros,18869,Nao,8,5,1
847,34,Nao,Casado,Masculino,Miguel Barros,Medicamentos,Tecnico de TI,3,2,Recursos Humanos,2243,Nao,3,2,0
850,27,Nao,Casado,Masculino,Otavio Santos,Saude,Pesquisador,3,3,Medicina,16571,Nao,0,0,0
852,44,Nao,Solteiro,Masculino,Ravi Rodrigues,Saude,Representante da Saude,4,3,Medicina,5197,Nao,5,2,2
854,25,Nao,Solteiro,Masculino,Theo Costa,Saude,Pesquisador,2,1,Medicina,21632,Nao,4,3,0
855,33,Nao,Divorciado,Masculino,Caio Mendes,Alimentos,Auditor,1,3,Medicina,21816,Nao,9,8,0
857,36,Nao,Casado,Masculino,Davi Lopes,Alimentos,Auditor,1,2,Ciencias Sociais,2823,Sim,18,14,4
859,32,Nao,Divorciado,Masculino,Enzo Oliveira,Alimentos,Auditor,13,4,Ciencias Sociais,9250,Nao,5,2,0
861,30,Nao,Divorciado,Masculino,Felipe Ferreira,Saude,Pesquisador,5,4,Ciencias Sociais,2373,Nao,5,4,0
864,45,Nao,Divorciado,Masculino,Gael Nunes,Alimentos,Auditor,9,3,Marketing,19239,Sim,5,4,0
868,37,Nao,Divorciado,Masculino,Heitor Martins,Alimentos,Auditor,16,4,Marketing,24558,Nao,1,0,0
869,28,Nao,Divorciado,Masculino,Ian Teixeira,Medicamentos,Tecnico de TI,8,2,Medicina,23965,Nao,5,1,0
872,22,Nao,Casado,Masculino,Lorenzo Dias,Saude,Diretor de Manufatura,,2,Ciencias Sociais,19146,Nao,2,2,2
874,44,Nao,Casado,Masculino,Miguel Barros,Saude,Tecnico de Laboratorio,,4,Ciencias Sociais,5044,Sim,3,2,0
875,42,Nao,Solteiro,Masculino,Otavio Santos,Saude,Pesquisador,2,1,Medicina,9068,Sim,2,1,2
878,36,Nao,Casado,Masculino,Ravi Rodrigues,Medicamentos,Tecnico de TI,8,3,Ciencias Sociais,8635,Nao,5,4,0
879,25,Nao,Casado,Masculino,Theo Costa,Alimentos,Auditor,3,1,Outros,14363,Sim,5,3,0
882,32,Nao,Divorciado,Masculino,Caio Mendes,Saude,Tecnico de Laboratorio,1,3,Ciencias Sociais,9148,Nao,3,0,0
885,25,Nao,Casado,Masculino,Davi Lopes,Alimentos,Auditor,4,1,Marketing,18154,Nao,5,2,0
888,24,Nao,Casado,Masculino,Enzo Oliveira,Saude,Tecnico de Laboratorio,4,1,Ciencias Sociais,10778,Nao,5,2,3
889,32,Nao,Casado,Masculino,Felipe Ferreira,Alimentos,Auditor,5,2,Ciencias Sociais,8891,Nao,10,8,5
893,38,Nao,Casado,Masculino,Gael Nunes,Alimentos,Representante de Setor,9,3,Marketing,12102,Nao,2,2,1
895,31,Nao,Casado,Masculino,Heitor Martins,Saude,Pesquisador,11,4,Ciencias Sociais,14871,Sim,6,4,0
897,53,Nao,Casado,Masculino,Ian Teixeira,Alimentos,Auditor,8,3,Marketing,22789,Nao,2,0,2
899,35,Nao,Casado,Masculino,Lorenzo Dias,Saude,Diretor de Manufatura,25,3,Formacao Tecnica,9129,Nao,13,10,4
904,37,Nao,Solteiro,Masculino,Miguel Barros,Alimentos,Auditor,19,2,Medicina,4814,Sim,10,0,0
905,50,Nao,Divorciado,Masculino,Otavio Santos,Saude,Gestor,2,4,Ciencias Sociais,4544,Nao,31,6,14
910,33,Nao,Divorciado,Masculino,Ravi Rodrigues,Medicamentos,Tecnico de TI,3,2,Recursos Humanos,22650,Sim,4,3,0
911,32,Sim,Solteiro,Masculino,Theo Costa,Saude,Tecnico de Laboratorio,25,4,Ciencias Sociais,18016,Sim,1,0,0
913,44,Nao,Casado,Masculino,Caio Mendes,Saude,Pesquisador,9,2,Ciencias Sociais,7508,Sim,8,7,7
916,28,Nao,Solteiro,Masculino,Davi Lopes,Alimentos,Auditor,5,4,Medicina,24252,Nao,4,2,0
918,58,Sim,Divorciado,Masculino,Enzo Oliveira,Saude,Tecnico de Laboratorio,2,1,Ciencias Sociais,13384,Sim,1,0,0
924,36,Nao,Casado,Masculino,Felipe Ferreira,Saude,Representante da Saude,14,1,Ciencias Sociais,4821,Sim,16,8,4
932,39,Sim,Casado,Masculino,Gael Nunes,Saude,Tecnico de Laboratorio,6,3,Medicina,4303,Sim,2,2,2
934,34,Nao,Divorciado,Masculino,Heitor Martins,Saude,Tecnico de Laboratorio,10,3,Ciencias Sociais,6896,Nao,1,0,1
939,33,Nao,Solteiro,Masculino,Ian Teixeira,Saude,Pesquisador,1,4,Outros,3339,Sim,3,2,0
941,31,Nao,Casado,Masculino,Lorenzo Dias,Alimentos,Representante de Setor,7,4,Ciencias Sociais,11737,Nao,7,7,5
945,48,Nao,Casado,Masculino,Miguel Barros,Saude,Pesquisador,20,4,Medicina,5543,Nao,0,0,0
949,36,Nao,Solteiro,Masculino,Otavio Santos,Saude,Pesquisador,7,4,Outros,23293,Nao,6,2,0
952,25,Sim,Casado,Masculino,Ravi Rodrigues,Alimentos,Representante de Setor,19,2,Marketing,18798,Sim,1,0,0
954,40,Nao,Divorciado,Masculino,Theo Costa,Alimentos,Auditor,10,4,Marketing,20652,Nao,1,0,0
956,26,Nao,Solteiro,Masculino,duardo Mendes,Alimentos,Auditor,1,3,Medicina,11148,Nao,7,7,0
957,41,Nao,Solteiro,Masculino,Francisco Lopes,Saude,Tecnico de Laboratorio,6,3,Medicina,3119,Sim,18,13,2
958,36,Nao,Solteiro,Masculino,Guilherme Oliveira,Saude,Tecnico de Laboratorio,2,4,Medicina,12287,Nao,11,8,3
959,19,Sim,Solteiro,Masculino,Joao Ferreira,Alimentos,Representante de Setor,21,3,Outros,9947,Sim,1,0,0
960,20,Sim,Solteiro,Masculino,Lorenzo Nunes,Saude,Tecnico de Laboratorio,4,3,Formacao Tecnica,13008,Nao,1,0,0
964,40,Nao,Divorciado,Masculino,Miguel Martins,Saude,Pesquisador,,4,Medicina,25063,Sim,1,1,0
967,36,Sim,Casado,Masculino,Nicolas Teixeira,Alimentos,Auditor,3,1,Ciencias Sociais,5518,Sim,16,7,3
970,37,Sim,Casado,Masculino,Otavio Dias,Alimentos,Auditor,1,4,Ciencias Sociais,14922,Nao,14,1,11
972,45,Nao,Casado,Masculino,Pedro Barros,Saude,Tecnico de Laboratorio,4,2,Ciencias Sociais,23163,Nao,9,7,0
976,52,Nao,Casado,Masculino,Ravi Santos,Saude,Gestor,1,2,Ciencias Sociais,13829,Nao,9,8,7
977,58,Sim,Solteiro,Masculino,Theo Costa,Saude,Pesquisador,2,3,Formacao Tecnica,26227,Nao,1,0,0
981,53,Nao,Divorciado,Masculino,Eduardo Mendes,Alimentos,Gestor,2,2,Medicina,13938,Nao,17,13,15
982,30,Nao,Divorciado,Masculino,Francisco Lopes,Alimentos,Auditor,8,2,Outros,9977,Nao,8,4,7
984,35,Nao,Divorciado,Masculino,Guilherme Oliveira,Alimentos,Auditor,3,4,Ciencias Sociais,6812,Nao,10,9,0
985,39,Nao,Solteiro,Masculino,Joao Ferreira,Alimentos,Auditor,2,5,Ciencias Sociais,2560,Nao,8,7,0
987,47,Nao,Divorciado,Masculino,Lorenzo Nunes,Saude,Diretor de Manufatura,16,4,Medicina,6759,Sim,19,10,2
990,36,Nao,Divorciado,Masculino,Miguel Martins,Alimentos,Auditor,8,4,Formacao Tecnica,25952,Nao,7,7,0
991,31,Sim,Solteiro,Masculino,Nicolas Teixeira,Saude,Pesquisador,9,2,Medicina,10322,Sim,3,2,1
992,33,Nao,Solteiro,Masculino,Otavio Dias,Alimentos,Gestor,17,3,Ciencias Sociais,20489,Nao,10,8,6
997,50,Nao,Divorciado,Masculino,Pedro Barros,Saude,Diretor de Pesquisa,1,2,Medicina,6615,Nao,5,4,1
999,41,Nao,Divorciado,Masculino,Ravi Santos,Saude,Diretor de Pesquisa,9,3,Medicina,3735,Nao,18,16,0
1002,45,Nao,Casado,Masculino,Theo Costa,Saude,Tecnico de Laboratorio,23,2,Ciencias Sociais,14039,Sim,9,8,0
1005,50,Nao,Casado,Masculino,Eduardo Mendes,Saude,Diretor de Manufatura,24,3,Ciencias Sociais,4161,Sim,12,11,1
1006,38,Nao,Casado,Masculino,Francisco Lopes,Saude,Pesquisador,10,1,Medicina,12127,Nao,2,1,0
1007,46,Nao,Divorciado,Masculino,Guilherme Oliveira,Saude,Diretor de Manufatura,7,2,Medicina,24208,Nao,8,7,0
1010,35,Sim,Divorciado,Masculino,Joao Ferreira,Saude,Tecnico de Laboratorio,14,4,Outros,10074,Sim,4,2,0
1012,18,Nao,Solteiro,Masculino,Lorenzo Nunes,Saude,Pesquisador,5,2,Ciencias Sociais,13493,Nao,0,0,0
1018,26,Nao,Casado,Masculino,Miguel Martins,Saude,Diretor de Manufatura,2,2,Medicina,3334,Nao,8,7,1
1019,22,Nao,Casado,Masculino,Nicolas Teixeira,Saude,Tecnico de Laboratorio,8,1,Ciencias Sociais,6881,Nao,4,3,1
1022,48,Nao,Solteiro,Masculino,Otavio Dias,Saude,Representante da Saude,6,3,Ciencias Sociais,13119,Nao,2,2,2
1024,48,Nao,Solteiro,Masculino,Pedro Barros,Saude,Representante da Saude,4,4,Ciencias Sociais,22245,Nao,15,11,4
1028,35,Nao,Divorciado,Masculino,Ravi Santos,Saude,Tecnico de Laboratorio,10,3,Outros,9541,Nao,3,2,1
1029,42,Nao,Casado,Masculino,Theo Costa,Alimentos,Gestor,5,2,Marketing,7770,Nao,1,0,0
1030,50,Nao,Casado,Masculino,Eduardo Mendes,Saude,Tecnico de Laboratorio,9,3,Ciencias Sociais,20165,Nao,1,0,0
1034,55,Nao,Casado,Masculino,Francisco Lopes,Saude,Representante da Saude,18,4,Medicina,12992,Sim,8,7,6
1036,38,Nao,Solteiro,Masculino,Guilherme Oliveira,Alimentos,Auditor,3,4,Ciencias Sociais,4981,Sim,1,0,0
1037,26,Sim,Solteiro,Masculino,Joao Ferreira,Alimentos,Auditor,29,2,Medicina,21813,Nao,2,2,2
1047,34,Nao,Divorciado,Masculino,Lorenzo Nunes,Alimentos,Auditor,1,4,Marketing,12278,Nao,15,1,0
1048,59,Nao,Casado,Masculino,Miguel Martins,Alimentos,Gestor,1,2,Formacao Tecnica,11038,Sim,6,4,0
1049,45,Nao,Solteiro,Masculino,Nicolas Teixeira,Medicamentos,Tecnico de TI,24,4,Medicina,8318,Nao,6,3,0
1052,36,Sim,Divorciado,Masculino,Otavio Dias,Saude,Tecnico de Laboratorio,15,3,Outros,7858,Nao,1,0,0
1053,26,Sim,Casado,Masculino,Pedro Barros,Saude,Pesquisador,2,3,Ciencias Sociais,15346,Sim,3,2,1
1056,28,Nao,Casado,Masculino,Ravi Santos,Alimentos,Representante de Setor,10,1,Medicina,23384,Nao,1,0,0
1060,38,Nao,Casado,Masculino,Theo Costa,Saude,Pesquisador,3,4,Outros,2997,Nao,2,2,2
1061,50,Nao,Casado,Masculino,Eduardo Mendes,Saude,Diretor de Pesquisa,2,4,Medicina,12853,Sim,8,1,7
1066,40,Nao,Casado,Masculino,Francisco Lopes,Alimentos,Auditor,26,3,Marketing,22217,Nao,7,7,7
1069,46,Nao,Divorciado,Masculino,Guilherme Oliveira,Saude,Diretor de Pesquisa,1,4,Medicina,21445,Nao,2,2,2
1074,55,Nao,Solteiro,Masculino,Joao Ferreira,Saude,Gestor,2,1,Medicina,17323,Nao,9,7,6
1076,43,Nao,Divorciado,Masculino,Lorenzo Nunes,Alimentos,Auditor,25,3,Medicina,5268,Nao,1,0,0
1081,51,Sim,Casado,Masculino,Miguel Martins,Saude,Pesquisador,4,4,Ciencias Sociais,10332,Sim,10,0,2
1082,28,Sim,Solteiro,Masculino,Nicolas Teixeira,Saude,Representante da Saude,24,2,Formacao Tecnica,12355,Nao,10,7,1
1083,26,Nao,Casado,Masculino,Otavio Dias,Saude,Tecnico de Laboratorio,1,2,Medicina,11141,Nao,5,3,1
1084,30,Nao,Casado,Masculino,Pedro Barros,Saude,Diretor de Manufatura,20,3,Outros,9096,Nao,6,2,0
1092,40,Nao,Casado,Masculino,Ravi Santos,Saude,Representante da Saude,20,4,Formacao Tecnica,26542,Nao,11,10,11
1094,27,Nao,Casado,Masculino,Theo Costa,Saude,Tecnico de Laboratorio,8,5,Ciencias Sociais,5869,Nao,3,2,1
1096,55,Nao,Casado,Masculino,Gael Dias,Saude,Diretor de Manufatura,2,1,Ciencias Sociais,15813,Nao,3,2,1
1098,44,Sim,Casado,Masculino,Ravi Silva,Medicamentos,Tecnico de TI,1,2,Medicina,2326,Nao,20,6,3
1099,33,Nao,Divorciado,Masculino,Gael Oliveira,Saude,Representante da Saude,5,3,Ciencias Sociais,21214,Nao,3,2,1
1100,35,Sim,Solteiro,Masculino,Ravi Ferreira,Alimentos,Auditor,4,3,Formacao Tecnica,10333,Sim,8,7,4
1102,28,Nao,Divorciado,Masculino,Enzo Nunes,Saude,Tecnico de Laboratorio,15,2,Ciencias Sociais,22482,Nao,4,2,2
1103,34,Nao,Solteiro,Masculino,Lorenzo Martins,Saude,Representante da Saude,3,1,Ciencias Sociais,22266,Nao,6,2,0
1106,25,Sim,Casado,Masculino,Theo Teixeira,Saude,Tecnico de Laboratorio,4,1,Formacao Tecnica,4605,Sim,7,7,5
1107,26,Sim,Divorciado,Masculino,Gael Barros,Saude,Tecnico de Laboratorio,21,3,Medicina,19373,Nao,1,1,0
1108,33,Sim,Solteiro,Masculino,Ravi Santos,Saude,Pesquisador,25,3,Medicina,2993,Sim,2,2,2
1109,42,Nao,Casado,Masculino,Enrico Mendes,Saude,Gestor,2,2,Medicina,14399,Nao,22,6,13
1111,28,Sim,Divorciado,Masculino,Lorenzo Lopes,Saude,Tecnico de Laboratorio,1,3,Medicina,7160,Nao,1,0,0
1113,50,Sim,Solteiro,Masculino,Theo Costa,Alimentos,Auditor,1,4,Outros,17251,Sim,0,0,0
1115,34,Nao,Casado,Masculino,Gael Rodrigues,Saude,Pesquisador,3,4,Ciencias Sociais,22478,Nao,0,0,0
